Quantifier,Quadapt_Variant,MoSS_Test_Variant,MoSS_Train_Variant,MAE,m_test,m_train,alpha,Iteration
HDy,MoSS_MN,MoSS_MN,MoSS_Dir,0.07999999999999996,0.8,0.9,0.75,2
SORD,MoSS_MN,MoSS_MN,MoSS_Dir,0.07999999999999996,0.8,0.9,0.75,2
SMM,MoSS_MN,MoSS_MN,MoSS_Dir,0.06732361933908604,0.8,0.9,0.75,2
ACC,MoSS_MN,MoSS_MN,MoSS_Dir,0.10643564356435664,0.8,0.9,0.75,2
X_method,MoSS_MN,MoSS_MN,MoSS_Dir,0.11000000000000021,0.8,0.9,0.75,2
T50,MoSS_MN,MoSS_MN,MoSS_Dir,0.25,0.8,0.9,0.75,2
MAX,MoSS_MN,MoSS_MN,MoSS_Dir,0.14236111111111127,0.8,0.9,0.75,2
MS,MoSS_MN,MoSS_MN,MoSS_Dir,0.07352941176470595,0.8,0.9,0.75,2
MS2,MoSS_MN,MoSS_MN,MoSS_Dir,0.11666666666666681,0.8,0.9,0.75,2
CC,MoSS_MN,MoSS_MN,MoSS_Dir,0.17000000000000004,0.8,0.9,0.75,2
DyS,MoSS_Dir,MoSS_MN,MoSS_Dir,0.04927373819907177,0.8,0.9,0.75,2
HDy,MoSS_Dir,MoSS_MN,MoSS_Dir,0.0050000000000000044,0.8,0.9,0.75,2
SORD,MoSS_Dir,MoSS_MN,MoSS_Dir,0.030000000000000027,0.8,0.9,0.75,2
SMM,MoSS_Dir,MoSS_MN,MoSS_Dir,0.0009116728079638925,0.8,0.9,0.75,2
ACC,MoSS_Dir,MoSS_MN,MoSS_Dir,0.25,0.8,0.9,0.75,2
X_method,MoSS_Dir,MoSS_MN,MoSS_Dir,0.25,0.8,0.9,0.75,2
T50,MoSS_Dir,MoSS_MN,MoSS_Dir,0.25,0.8,0.9,0.75,2
MAX,MoSS_Dir,MoSS_MN,MoSS_Dir,0.04694323144104806,0.8,0.9,0.75,2
MS,MoSS_Dir,MoSS_MN,MoSS_Dir,0.11138613861386149,0.8,0.9,0.75,2
MS2,MoSS_Dir,MoSS_MN,MoSS_Dir,0.09272300469483574,0.8,0.9,0.75,2
CC,MoSS_Dir,MoSS_MN,MoSS_Dir,0.17000000000000004,0.8,0.9,0.75,2
DyS,None,MoSS_MN,MoSS_Dir,0.25134235887373446,0.8,0.9,0.75,2
HDy,None,MoSS_MN,MoSS_Dir,0.17999999999999994,0.8,0.9,0.75,2
SORD,None,MoSS_MN,MoSS_Dir,0.25,0.8,0.9,0.75,2
SMM,None,MoSS_MN,MoSS_Dir,0.25,0.8,0.9,0.75,2
ACC,None,MoSS_MN,MoSS_Dir,0.25,0.8,0.9,0.75,2
X_method,None,MoSS_MN,MoSS_Dir,0.25,0.8,0.9,0.75,2
T50,None,MoSS_MN,MoSS_Dir,0.25,0.8,0.9,0.75,2
MAX,None,MoSS_MN,MoSS_Dir,0.25,0.8,0.9,0.75,2
MS,None,MoSS_MN,MoSS_Dir,0.25,0.8,0.9,0.75,2
MS2,None,MoSS_MN,MoSS_Dir,0.25,0.8,0.9,0.75,2
CC,None,MoSS_MN,MoSS_Dir,0.17000000000000004,0.8,0.9,0.75,2
DyS,MoSS,MoSS_MN,MoSS_Dir,0.013645242079732944,0.8,0.9,0.75,3
HDy,MoSS,MoSS_MN,MoSS_Dir,0.020000000000000018,0.8,0.9,0.75,3
SORD,MoSS,MoSS_MN,MoSS_Dir,0.050000000000000044,0.8,0.9,0.75,3
SMM,MoSS,MoSS_MN,MoSS_Dir,0.008185047117214572,0.8,0.9,0.75,3
ACC,MoSS,MoSS_MN,MoSS_Dir,0.25,0.8,0.9,0.75,3
X_method,MoSS,MoSS_MN,MoSS_Dir,0.07014388489208623,0.8,0.9,0.75,3
T50,MoSS,MoSS_MN,MoSS_Dir,0.25,0.8,0.9,0.75,3
MAX,MoSS,MoSS_MN,MoSS_Dir,0.005411255411255422,0.8,0.9,0.75,3
MS,MoSS,MoSS_MN,MoSS_Dir,0.10714285714285698,0.8,0.9,0.75,3
MS2,MoSS,MoSS_MN,MoSS_Dir,0.234375,0.8,0.9,0.75,3
CC,MoSS,MoSS_MN,MoSS_Dir,0.16000000000000003,0.8,0.9,0.75,3
DyS,MoSS_MN,MoSS_MN,MoSS_Dir,0.002476987628371008,0.8,0.9,0.75,3
HDy,MoSS_MN,MoSS_MN,MoSS_Dir,0.15500000000000003,0.8,0.9,0.75,3
SORD,MoSS_MN,MoSS_MN,MoSS_Dir,0.25,0.8,0.9,0.75,3
SMM,MoSS_MN,MoSS_MN,MoSS_Dir,0.25,0.8,0.9,0.75,3
ACC,MoSS_MN,MoSS_MN,MoSS_Dir,0.034360189573459765,0.8,0.9,0.75,3
X_method,MoSS_MN,MoSS_MN,MoSS_Dir,0.25,0.8,0.9,0.75,3
T50,MoSS_MN,MoSS_MN,MoSS_Dir,0.25,0.8,0.9,0.75,3
MAX,MoSS_MN,MoSS_MN,MoSS_Dir,0.1105442176870749,0.8,0.9,0.75,3
MS,MoSS_MN,MoSS_MN,MoSS_Dir,0.0974025974025976,0.8,0.9,0.75,3
MS2,MoSS_MN,MoSS_MN,MoSS_Dir,0.06438879506831863,0.8,0.9,0.75,3
CC,MoSS_MN,MoSS_MN,MoSS_Dir,0.16000000000000003,0.8,0.9,0.75,3
DyS,MoSS_Dir,MoSS_MN,MoSS_Dir,0.0727034576910528,0.8,0.9,0.75,3
HDy,MoSS_Dir,MoSS_MN,MoSS_Dir,0.135,0.8,0.9,0.75,3
SORD,MoSS_Dir,MoSS_MN,MoSS_Dir,0.030000000000000027,0.8,0.9,0.75,3
SMM,MoSS_Dir,MoSS_MN,MoSS_Dir,0.25,0.8,0.9,0.75,3
ACC,MoSS_Dir,MoSS_MN,MoSS_Dir,0.2410714285714286,0.8,0.9,0.75,3
X_method,MoSS_Dir,MoSS_MN,MoSS_Dir,0.25,0.8,0.9,0.75,3
T50,MoSS_Dir,MoSS_MN,MoSS_Dir,0.25,0.8,0.9,0.75,3
MAX,MoSS_Dir,MoSS_MN,MoSS_Dir,0.10458167330677304,0.8,0.9,0.75,3
MS,MoSS_Dir,MoSS_MN,MoSS_Dir,0.25,0.8,0.9,0.75,3
MS2,MoSS_Dir,MoSS_MN,MoSS_Dir,0.24,0.8,0.9,0.75,3
CC,MoSS_Dir,MoSS_MN,MoSS_Dir,0.16000000000000003,0.8,0.9,0.75,3
DyS,None,MoSS_MN,MoSS_Dir,0.7499554476059523,0.8,0.9,0.75,3
HDy,None,MoSS_MN,MoSS_Dir,0.405,0.8,0.9,0.75,3
SORD,None,MoSS_MN,MoSS_Dir,0.25,0.8,0.9,0.75,3
SMM,None,MoSS_MN,MoSS_Dir,0.25,0.8,0.9,0.75,3
ACC,None,MoSS_MN,MoSS_Dir,0.25,0.8,0.9,0.75,3
X_method,None,MoSS_MN,MoSS_Dir,0.25,0.8,0.9,0.75,3
T50,None,MoSS_MN,MoSS_Dir,0.25,0.8,0.9,0.75,3
MAX,None,MoSS_MN,MoSS_Dir,0.25,0.8,0.9,0.75,3
MS,None,MoSS_MN,MoSS_Dir,0.25,0.8,0.9,0.75,3
MS2,None,MoSS_MN,MoSS_Dir,0.25,0.8,0.9,0.75,3
CC,None,MoSS_MN,MoSS_Dir,0.16000000000000003,0.8,0.9,0.75,3
DyS,MoSS,MoSS_MN,MoSS_Dir,0.17669950790400885,0.9,0.9,0.25,1
HDy,MoSS,MoSS_MN,MoSS_Dir,0.10499999999999998,0.9,0.9,0.25,1
SORD,MoSS,MoSS_MN,MoSS_Dir,0.12,0.9,0.9,0.25,1
SMM,MoSS,MoSS_MN,MoSS_Dir,0.10317624853944113,0.9,0.9,0.25,1
ACC,MoSS,MoSS_MN,MoSS_Dir,0.1499999999999999,0.9,0.9,0.25,1
X_method,MoSS,MoSS_MN,MoSS_Dir,0.033582089552238736,0.9,0.9,0.25,1
T50,MoSS,MoSS_MN,MoSS_Dir,0.6569767441860465,0.9,0.9,0.25,1
MAX,MoSS,MoSS_MN,MoSS_Dir,0.25,0.9,0.9,0.25,1
MS,MoSS,MoSS_MN,MoSS_Dir,0.21999999999999997,0.9,0.9,0.25,1
MS2,MoSS,MoSS_MN,MoSS_Dir,0.21999999999999997,0.9,0.9,0.25,1
CC,MoSS,MoSS_MN,MoSS_Dir,0.21999999999999997,0.9,0.9,0.25,1
DyS,MoSS_MN,MoSS_MN,MoSS_Dir,0.1641562647427599,0.9,0.9,0.25,1
HDy,MoSS_MN,MoSS_MN,MoSS_Dir,0.15500000000000003,0.9,0.9,0.25,1
SORD,MoSS_MN,MoSS_MN,MoSS_Dir,0.010000000000000009,0.9,0.9,0.25,1
SMM,MoSS_MN,MoSS_MN,MoSS_Dir,0.1406617535424644,0.9,0.9,0.25,1
ACC,MoSS_MN,MoSS_MN,MoSS_Dir,0.1382978723404255,0.9,0.9,0.25,1
X_method,MoSS_MN,MoSS_MN,MoSS_Dir,0.14333333333333326,0.9,0.9,0.25,1
T50,MoSS_MN,MoSS_MN,MoSS_Dir,0.5038461538461536,0.9,0.9,0.25,1
MAX,MoSS_MN,MoSS_MN,MoSS_Dir,0.35439560439560436,0.9,0.9,0.25,1
MS,MoSS_MN,MoSS_MN,MoSS_Dir,0.21242774566473976,0.9,0.9,0.25,1
MS2,MoSS_MN,MoSS_MN,MoSS_Dir,0.25,0.9,0.9,0.25,1
CC,MoSS_MN,MoSS_MN,MoSS_Dir,0.21999999999999997,0.9,0.9,0.25,1
DyS,MoSS_Dir,MoSS_MN,MoSS_Dir,0.05593130169235222,0.9,0.9,0.25,1
HDy,MoSS_Dir,MoSS_MN,MoSS_Dir,0.41000000000000003,0.9,0.9,0.25,1
SORD,MoSS_Dir,MoSS_MN,MoSS_Dir,0.07,0.9,0.9,0.25,1
SMM,MoSS_Dir,MoSS_MN,MoSS_Dir,0.10680004513218089,0.9,0.9,0.25,1
ACC,MoSS_Dir,MoSS_MN,MoSS_Dir,0.17056074766355134,0.9,0.9,0.25,1
X_method,MoSS_Dir,MoSS_MN,MoSS_Dir,0.1804347826086956,0.9,0.9,0.25,1
T50,MoSS_Dir,MoSS_MN,MoSS_Dir,0.75,0.9,0.9,0.25,1
MAX,MoSS_Dir,MoSS_MN,MoSS_Dir,0.02981651376146799,0.9,0.9,0.25,1
MS,MoSS_Dir,MoSS_MN,MoSS_Dir,0.25,0.9,0.9,0.25,1
MS2,MoSS_Dir,MoSS_MN,MoSS_Dir,0.02173913043478254,0.9,0.9,0.25,1
CC,MoSS_Dir,MoSS_MN,MoSS_Dir,0.21999999999999997,0.9,0.9,0.25,1
DyS,None,MoSS_MN,MoSS_Dir,0.24995544760595234,0.9,0.9,0.25,1
HDy,None,MoSS_MN,MoSS_Dir,0.20500000000000002,0.9,0.9,0.25,1
SORD,None,MoSS_MN,MoSS_Dir,0.25,0.9,0.9,0.25,1
SMM,None,MoSS_MN,MoSS_Dir,0.75,0.9,0.9,0.25,1
ACC,None,MoSS_MN,MoSS_Dir,0.75,0.9,0.9,0.25,1
X_method,None,MoSS_MN,MoSS_Dir,0.75,0.9,0.9,0.25,1
T50,None,MoSS_MN,MoSS_Dir,0.75,0.9,0.9,0.25,1
MAX,None,MoSS_MN,MoSS_Dir,0.75,0.9,0.9,0.25,1
MS,None,MoSS_MN,MoSS_Dir,0.75,0.9,0.9,0.25,1
MS2,None,MoSS_MN,MoSS_Dir,0.75,0.9,0.9,0.25,1
CC,None,MoSS_MN,MoSS_Dir,0.21999999999999997,0.9,0.9,0.25,1
DyS,MoSS,MoSS_MN,MoSS_Dir,0.24371592433067152,0.9,0.9,0.25,2
HDy,MoSS,MoSS_MN,MoSS_Dir,0.22499999999999998,0.9,0.9,0.25,2
SORD,MoSS,MoSS_MN,MoSS_Dir,0.2,0.9,0.9,0.25,2
SMM,MoSS,MoSS_MN,MoSS_Dir,0.260151446476131,0.9,0.9,0.25,2
ACC,MoSS,MoSS_MN,MoSS_Dir,0.24230769230769228,0.9,0.9,0.25,2
X_method,MoSS,MoSS_MN,MoSS_Dir,0.23818897637795272,0.9,0.9,0.25,2
T50,MoSS,MoSS_MN,MoSS_Dir,0.7352941176470588,0.9,0.9,0.25,2
MAX,MoSS,MoSS_MN,MoSS_Dir,0.25,0.9,0.9,0.25,2
MS,MoSS,MoSS_MN,MoSS_Dir,0.02777777777777779,0.9,0.9,0.25,2
MS2,MoSS,MoSS_MN,MoSS_Dir,0.25,0.9,0.9,0.25,2
CC,MoSS,MoSS_MN,MoSS_Dir,0.25,0.9,0.9,0.25,2
DyS,MoSS_MN,MoSS_MN,MoSS_Dir,0.2596825934163014,0.9,0.9,0.25,2
HDy,MoSS_MN,MoSS_MN,MoSS_Dir,0.2,0.9,0.9,0.25,2
SORD,MoSS_MN,MoSS_MN,MoSS_Dir,0.04999999999999999,0.9,0.9,0.25,2
SMM,MoSS_MN,MoSS_MN,MoSS_Dir,0.24256653474653733,0.9,0.9,0.25,2
ACC,MoSS_MN,MoSS_MN,MoSS_Dir,0.30670103092783507,0.9,0.9,0.25,2
X_method,MoSS_MN,MoSS_MN,MoSS_Dir,0.23888888888888882,0.9,0.9,0.25,2
T50,MoSS_MN,MoSS_MN,MoSS_Dir,0.75,0.9,0.9,0.25,2
MAX,MoSS_MN,MoSS_MN,MoSS_Dir,0.25,0.9,0.9,0.25,2
MS,MoSS_MN,MoSS_MN,MoSS_Dir,0.25,0.9,0.9,0.25,2
MS2,MoSS_MN,MoSS_MN,MoSS_Dir,0.19178418306730716,0.9,0.9,0.25,2
CC,MoSS_MN,MoSS_MN,MoSS_Dir,0.25,0.9,0.9,0.25,2
DyS,MoSS_Dir,MoSS_MN,MoSS_Dir,0.4482711238145135,0.9,0.9,0.25,2
HDy,MoSS_Dir,MoSS_MN,MoSS_Dir,0.09999999999999998,0.9,0.9,0.25,2
SORD,MoSS_Dir,MoSS_MN,MoSS_Dir,0.29000000000000004,0.9,0.9,0.25,2
SMM,MoSS_Dir,MoSS_MN,MoSS_Dir,0.5403605241067732,0.9,0.9,0.25,2
ACC,MoSS_Dir,MoSS_MN,MoSS_Dir,0.25,0.9,0.9,0.25,2
X_method,MoSS_Dir,MoSS_MN,MoSS_Dir,0.24999999999999978,0.9,0.9,0.25,2
T50,MoSS_Dir,MoSS_MN,MoSS_Dir,0.75,0.9,0.9,0.25,2
MAX,MoSS_Dir,MoSS_MN,MoSS_Dir,0.32805907172995785,0.9,0.9,0.25,2
MS,MoSS_Dir,MoSS_MN,MoSS_Dir,0.17696629213483156,0.9,0.9,0.25,2
MS2,MoSS_Dir,MoSS_MN,MoSS_Dir,0.25,0.9,0.9,0.25,2
CC,MoSS_Dir,MoSS_MN,MoSS_Dir,0.25,0.9,0.9,0.25,2
DyS,None,MoSS_MN,MoSS_Dir,0.24995544760595234,0.9,0.9,0.25,2
HDy,None,MoSS_MN,MoSS_Dir,0.20500000000000002,0.9,0.9,0.25,2
SORD,None,MoSS_MN,MoSS_Dir,0.25,0.9,0.9,0.25,2
SMM,None,MoSS_MN,MoSS_Dir,0.75,0.9,0.9,0.25,2
ACC,None,MoSS_MN,MoSS_Dir,0.21666666666666667,0.9,0.9,0.25,2
X_method,None,MoSS_MN,MoSS_Dir,0.21666666666666667,0.9,0.9,0.25,2
T50,None,MoSS_MN,MoSS_Dir,0.7045454545454546,0.9,0.9,0.25,2
MAX,None,MoSS_MN,MoSS_Dir,0.75,0.9,0.9,0.25,2
MS,None,MoSS_MN,MoSS_Dir,0.75,0.9,0.9,0.25,2
MS2,None,MoSS_MN,MoSS_Dir,0.75,0.9,0.9,0.25,2
CC,None,MoSS_MN,MoSS_Dir,0.25,0.9,0.9,0.25,2
DyS,MoSS,MoSS_MN,MoSS_Dir,0.6890562359218474,0.9,0.9,0.25,3
HDy,MoSS,MoSS_MN,MoSS_Dir,0.35,0.9,0.9,0.25,3
SORD,MoSS,MoSS_MN,MoSS_Dir,0.16000000000000003,0.9,0.9,0.25,3
SMM,MoSS,MoSS_MN,MoSS_Dir,0.31963196001454974,0.9,0.9,0.25,3
ACC,MoSS,MoSS_MN,MoSS_Dir,0.2775590551181103,0.9,0.9,0.25,3
X_method,MoSS,MoSS_MN,MoSS_Dir,0.02419354838709678,0.9,0.9,0.25,3
T50,MoSS,MoSS_MN,MoSS_Dir,0.6271929824561402,0.9,0.9,0.25,3
MAX,MoSS,MoSS_MN,MoSS_Dir,0.010563380281690182,0.9,0.9,0.25,3
MS,MoSS,MoSS_MN,MoSS_Dir,0.24,0.9,0.9,0.25,3
MS2,MoSS,MoSS_MN,MoSS_Dir,0.7269230769230769,0.9,0.9,0.25,3
CC,MoSS,MoSS_MN,MoSS_Dir,0.24,0.9,0.9,0.25,3
DyS,MoSS_MN,MoSS_MN,MoSS_Dir,0.2233236981925691,0.9,0.9,0.25,3
HDy,MoSS_MN,MoSS_MN,MoSS_Dir,0.19,0.9,0.9,0.25,3
SORD,MoSS_MN,MoSS_MN,MoSS_Dir,0.2,0.9,0.9,0.25,3
SMM,MoSS_MN,MoSS_MN,MoSS_Dir,0.4868009877388695,0.9,0.9,0.25,3
ACC,MoSS_MN,MoSS_MN,MoSS_Dir,0.21153846153846156,0.9,0.9,0.25,3
X_method,MoSS_MN,MoSS_MN,MoSS_Dir,0.2141148325358852,0.9,0.9,0.25,3
T50,MoSS_MN,MoSS_MN,MoSS_Dir,0.6675257731958762,0.9,0.9,0.25,3
MAX,MoSS_MN,MoSS_MN,MoSS_Dir,0.75,0.9,0.9,0.25,3
MS,MoSS_MN,MoSS_MN,MoSS_Dir,0.25,0.9,0.9,0.25,3
MS2,MoSS_MN,MoSS_MN,MoSS_Dir,0.24,0.9,0.9,0.25,3
CC,MoSS_MN,MoSS_MN,MoSS_Dir,0.24,0.9,0.9,0.25,3
DyS,MoSS_Dir,MoSS_MN,MoSS_Dir,0.24995544760595234,0.9,0.9,0.25,3
HDy,MoSS_Dir,MoSS_MN,MoSS_Dir,0.07500000000000001,0.9,0.9,0.25,3
SORD,MoSS_Dir,MoSS_MN,MoSS_Dir,0.75,0.9,0.9,0.25,3
SMM,MoSS_Dir,MoSS_MN,MoSS_Dir,0.75,0.9,0.9,0.25,3
ACC,MoSS_Dir,MoSS_MN,MoSS_Dir,0.18243243243243235,0.9,0.9,0.25,3
X_method,MoSS_Dir,MoSS_MN,MoSS_Dir,0.15476190476190477,0.9,0.9,0.25,3
T50,MoSS_Dir,MoSS_MN,MoSS_Dir,0.4166666666666662,0.9,0.9,0.25,3
MAX,MoSS_Dir,MoSS_MN,MoSS_Dir,0.17682926829268303,0.9,0.9,0.25,3
MS,MoSS_Dir,MoSS_MN,MoSS_Dir,0.75,0.9,0.9,0.25,3
MS2,MoSS_Dir,MoSS_MN,MoSS_Dir,0.25,0.9,0.9,0.25,3
CC,MoSS_Dir,MoSS_MN,MoSS_Dir,0.24,0.9,0.9,0.25,3
DyS,None,MoSS_MN,MoSS_Dir,0.24995544760595234,0.9,0.9,0.25,3
HDy,None,MoSS_MN,MoSS_Dir,0.135,0.9,0.9,0.25,3
SORD,None,MoSS_MN,MoSS_Dir,0.25,0.9,0.9,0.25,3
SMM,None,MoSS_MN,MoSS_Dir,0.25,0.9,0.9,0.25,3
ACC,None,MoSS_MN,MoSS_Dir,0.75,0.9,0.9,0.25,3
X_method,None,MoSS_MN,MoSS_Dir,0.75,0.9,0.9,0.25,3
T50,None,MoSS_MN,MoSS_Dir,0.75,0.9,0.9,0.25,3
MAX,None,MoSS_MN,MoSS_Dir,0.75,0.9,0.9,0.25,3
MS,None,MoSS_MN,MoSS_Dir,0.75,0.9,0.9,0.25,3
MS2,None,MoSS_MN,MoSS_Dir,0.75,0.9,0.9,0.25,3
CC,None,MoSS_MN,MoSS_Dir,0.24,0.9,0.9,0.25,3
DyS,MoSS,MoSS_MN,MoSS_Dir,0.058557046704683424,0.9,0.9,0.5,1
HDy,MoSS,MoSS_MN,MoSS_Dir,0.10999999999999999,0.9,0.9,0.5,1
SORD,MoSS,MoSS_MN,MoSS_Dir,0.20999999999999996,0.9,0.9,0.5,1
SMM,MoSS,MoSS_MN,MoSS_Dir,0.1918915731385431,0.9,0.9,0.5,1
ACC,MoSS,MoSS_MN,MoSS_Dir,0.5,0.9,0.9,0.5,1
X_method,MoSS,MoSS_MN,MoSS_Dir,0.07203389830508478,0.9,0.9,0.5,1
T50,MoSS,MoSS_MN,MoSS_Dir,0.5,0.9,0.9,0.5,1
MAX,MoSS,MoSS_MN,MoSS_Dir,0.5,0.9,0.9,0.5,1
MS,MoSS,MoSS_MN,MoSS_Dir,0.1904761904761907,0.9,0.9,0.5,1
MS2,MoSS,MoSS_MN,MoSS_Dir,0.1333333333333333,0.9,0.9,0.5,1
CC,MoSS,MoSS_MN,MoSS_Dir,0.030000000000000027,0.9,0.9,0.5,1
DyS,MoSS_MN,MoSS_MN,MoSS_Dir,0.054723040497358544,0.9,0.9,0.5,1
HDy,MoSS_MN,MoSS_MN,MoSS_Dir,0.06000000000000005,0.9,0.9,0.5,1
SORD,MoSS_MN,MoSS_MN,MoSS_Dir,0.040000000000000036,0.9,0.9,0.5,1
SMM,MoSS_MN,MoSS_MN,MoSS_Dir,0.12746121129145283,0.9,0.9,0.5,1
ACC,MoSS_MN,MoSS_MN,MoSS_Dir,0.062289562289562284,0.9,0.9,0.5,1
X_method,MoSS_MN,MoSS_MN,MoSS_Dir,0.06013745704467355,0.9,0.9,0.5,1
T50,MoSS_MN,MoSS_MN,MoSS_Dir,0.5,0.9,0.9,0.5,1
MAX,MoSS_MN,MoSS_MN,MoSS_Dir,0.037267080745341685,0.9,0.9,0.5,1
MS,MoSS_MN,MoSS_MN,MoSS_Dir,0.004464285714285643,0.9,0.9,0.5,1
MS2,MoSS_MN,MoSS_MN,MoSS_Dir,0.062046444121915956,0.9,0.9,0.5,1
CC,MoSS_MN,MoSS_MN,MoSS_Dir,0.030000000000000027,0.9,0.9,0.5,1
DyS,MoSS_Dir,MoSS_MN,MoSS_Dir,0.15911529933599272,0.9,0.9,0.5,1
HDy,MoSS_Dir,MoSS_MN,MoSS_Dir,0.0050000000000000044,0.9,0.9,0.5,1
SORD,MoSS_Dir,MoSS_MN,MoSS_Dir,0.15000000000000002,0.9,0.9,0.5,1
SMM,MoSS_Dir,MoSS_MN,MoSS_Dir,0.5,0.9,0.9,0.5,1
ACC,MoSS_Dir,MoSS_MN,MoSS_Dir,0.5,0.9,0.9,0.5,1
X_method,MoSS_Dir,MoSS_MN,MoSS_Dir,0.34444444444444433,0.9,0.9,0.5,1
T50,MoSS_Dir,MoSS_MN,MoSS_Dir,0.5,0.9,0.9,0.5,1
MAX,MoSS_Dir,MoSS_MN,MoSS_Dir,0.010204081632652906,0.9,0.9,0.5,1
MS,MoSS_Dir,MoSS_MN,MoSS_Dir,0.030000000000000027,0.9,0.9,0.5,1
MS2,MoSS_Dir,MoSS_MN,MoSS_Dir,0.030701754385965008,0.9,0.9,0.5,1
CC,MoSS_Dir,MoSS_MN,MoSS_Dir,0.030000000000000027,0.9,0.9,0.5,1
DyS,None,MoSS_MN,MoSS_Dir,0.49995544760595234,0.9,0.9,0.5,1
HDy,None,MoSS_MN,MoSS_Dir,0.485,0.9,0.9,0.5,1
SORD,None,MoSS_MN,MoSS_Dir,0.5,0.9,0.9,0.5,1
SMM,None,MoSS_MN,MoSS_Dir,0.5,0.9,0.9,0.5,1
ACC,None,MoSS_MN,MoSS_Dir,0.5,0.9,0.9,0.5,1
X_method,None,MoSS_MN,MoSS_Dir,0.5,0.9,0.9,0.5,1
T50,None,MoSS_MN,MoSS_Dir,0.5,0.9,0.9,0.5,1
MAX,None,MoSS_MN,MoSS_Dir,0.5,0.9,0.9,0.5,1
MS,None,MoSS_MN,MoSS_Dir,0.5,0.9,0.9,0.5,1
MS2,None,MoSS_MN,MoSS_Dir,0.5,0.9,0.9,0.5,1
CC,None,MoSS_MN,MoSS_Dir,0.030000000000000027,0.9,0.9,0.5,1
DyS,MoSS,MoSS_MN,MoSS_Dir,0.18890007130712794,0.9,0.9,0.5,2
HDy,MoSS,MoSS_MN,MoSS_Dir,0.08000000000000007,0.9,0.9,0.5,2
SORD,MoSS,MoSS_MN,MoSS_Dir,0.18000000000000005,0.9,0.9,0.5,2
SMM,MoSS,MoSS_MN,MoSS_Dir,0.06538306748376721,0.9,0.9,0.5,2
ACC,MoSS,MoSS_MN,MoSS_Dir,0.1078431372549023,0.9,0.9,0.5,2
X_method,MoSS,MoSS_MN,MoSS_Dir,0.032710280373831835,0.9,0.9,0.5,2
T50,MoSS,MoSS_MN,MoSS_Dir,0.4307692307692307,0.9,0.9,0.5,2
MAX,MoSS,MoSS_MN,MoSS_Dir,0.23949579831932755,0.9,0.9,0.5,2
MS,MoSS,MoSS_MN,MoSS_Dir,0.010000000000000009,0.9,0.9,0.5,2
MS2,MoSS,MoSS_MN,MoSS_Dir,0.21666666666666673,0.9,0.9,0.5,2
CC,MoSS,MoSS_MN,MoSS_Dir,0.010000000000000009,0.9,0.9,0.5,2
DyS,MoSS_MN,MoSS_MN,MoSS_Dir,0.018389951487419565,0.9,0.9,0.5,2
HDy,MoSS_MN,MoSS_MN,MoSS_Dir,0.18,0.9,0.9,0.5,2
SORD,MoSS_MN,MoSS_MN,MoSS_Dir,0.07999999999999996,0.9,0.9,0.5,2
SMM,MoSS_MN,MoSS_MN,MoSS_Dir,0.021256016235132624,0.9,0.9,0.5,2
ACC,MoSS_MN,MoSS_MN,MoSS_Dir,0.0029940119760478723,0.9,0.9,0.5,2
X_method,MoSS_MN,MoSS_MN,MoSS_Dir,0.16666666666666702,0.9,0.9,0.5,2
T50,MoSS_MN,MoSS_MN,MoSS_Dir,0.41208791208791196,0.9,0.9,0.5,2
MAX,MoSS_MN,MoSS_MN,MoSS_Dir,0.08849557522123885,0.9,0.9,0.5,2
MS,MoSS_MN,MoSS_MN,MoSS_Dir,0.03125000000000011,0.9,0.9,0.5,2
MS2,MoSS_MN,MoSS_MN,MoSS_Dir,0.2378640776699027,0.9,0.9,0.5,2
CC,MoSS_MN,MoSS_MN,MoSS_Dir,0.010000000000000009,0.9,0.9,0.5,2
DyS,MoSS_Dir,MoSS_MN,MoSS_Dir,0.20533273172156807,0.9,0.9,0.5,2
HDy,MoSS_Dir,MoSS_MN,MoSS_Dir,0.21499999999999997,0.9,0.9,0.5,2
SORD,MoSS_Dir,MoSS_MN,MoSS_Dir,0.14,0.9,0.9,0.5,2
SMM,MoSS_Dir,MoSS_MN,MoSS_Dir,0.5,0.9,0.9,0.5,2
ACC,MoSS_Dir,MoSS_MN,MoSS_Dir,0.25,0.9,0.9,0.5,2
X_method,MoSS_Dir,MoSS_MN,MoSS_Dir,0.024752475247524774,0.9,0.9,0.5,2
T50,MoSS_Dir,MoSS_MN,MoSS_Dir,0.33333333333333326,0.9,0.9,0.5,2
MAX,MoSS_Dir,MoSS_MN,MoSS_Dir,0.17123287671232856,0.9,0.9,0.5,2
MS,MoSS_Dir,MoSS_MN,MoSS_Dir,0.010000000000000009,0.9,0.9,0.5,2
MS2,MoSS_Dir,MoSS_MN,MoSS_Dir,0.010000000000000009,0.9,0.9,0.5,2
CC,MoSS_Dir,MoSS_MN,MoSS_Dir,0.010000000000000009,0.9,0.9,0.5,2
DyS,None,MoSS_MN,MoSS_Dir,0.49995544760595234,0.9,0.9,0.5,2
HDy,None,MoSS_MN,MoSS_Dir,0.255,0.9,0.9,0.5,2
SORD,None,MoSS_MN,MoSS_Dir,0.4,0.9,0.9,0.5,2
SMM,None,MoSS_MN,MoSS_Dir,0.45641569731927123,0.9,0.9,0.5,2
ACC,None,MoSS_MN,MoSS_Dir,0.2435897435897436,0.9,0.9,0.5,2
